deck	version	opponent	result	went_first	start_quality	opening_hand_quality	sequencing_quality	issue_tags	positive_tags	custom_tags	notes_flag	match_date
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Dragapult	tie	second	good	bad	okay	supporter drought		beta:hydrapple pivot	yes	2026-03-23
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	win	second	okay	okay	okay		key tech mattered|favorable matchup	beta:frog check	yes	2026-03-24
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	win	second	great	good	okay		key tech mattered	beta:frog check	yes	2026-03-25
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	win	first	great	great	okay		key tech mattered|favorable matchup	beta:frog check	yes	2026-03-26
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	win	second	okay	okay	good		key tech mattered|strong recovery	beta:frog check	yes	2026-03-27
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	win	first	good	okay	good		key tech mattered	beta:frog check	yes	2026-03-28
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	win	second	good	good	bad		key tech mattered|favorable matchup	beta:frog check	yes	2026-03-29
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	loss	second	good	okay	good	missed setup|tempo loss		beta:frog check	yes	2026-03-30
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	loss	second	bad	bad	good	missed setup|tempo loss		beta:frog check	yes	2026-03-31
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	loss	first	good	bad	bad	missed setup|tempo loss		beta:frog check	yes	2026-04-01
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	loss	second	bad	great	great	missed setup|tempo loss		beta:frog check	yes	2026-04-02
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	loss	first	okay	bad	good	missed setup|tempo loss		beta:frog check	yes	2026-04-03
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	loss	second	good	bad	okay	missed setup|tempo loss		beta:frog check	yes	2026-04-04
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	tie	second	great	good	good		good prize plan	beta:frog check	yes	2026-04-05
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	tie	second	good	good	okay	tempo loss		beta:frog check	yes	2026-04-06
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Mega Greninja	tie	first	great	bad	good			beta:frog check	yes	2026-04-07
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	win	unknown	great	good	okay		strong recovery	beta:slow plant	yes	2026-04-08
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	win	second	great	bad	good		strong recovery	beta:slow plant	yes	2026-04-09
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	win	first	okay	good	good		strong recovery|key tech mattered	beta:slow plant	yes	2026-04-10
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	win	second	good	good	good		strong recovery|key tech mattered	beta:slow plant	yes	2026-04-11
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	win	first	okay	good	good		strong recovery|key tech mattered	beta:slow plant	yes	2026-04-12
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	win	unknown	great	okay	good		strong recovery|key tech mattered	beta:slow plant	yes	2026-04-13
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	loss	first	good	okay	okay	supporter drought|poor prize trade		beta:slow plant	yes	2026-04-14
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	loss	second	good	okay	good	supporter drought|missed setup		beta:slow plant	yes	2026-04-15
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	tie	first	bad	good	good		good prize plan	beta:slow plant	yes	2026-04-16
Playtest 1000 - Ogerpon Hydrapple Lab	v2 Cleaner Setup	Slowking	tie	second	great	good	good			beta:slow plant	yes	2026-04-17
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Lillie's Clefairy	win	second	great	great	good		good prize plan|strong recovery	beta:fairy garden	yes	2026-04-18
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Lillie's Clefairy	win	unknown	good	good	great		good prize plan|strong recovery	beta:fairy garden	yes	2026-04-19
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Lillie's Clefairy	win	second	okay	good	bad		good prize plan|key tech mattered	beta:fairy garden	yes	2026-04-20
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Lillie's Clefairy	loss	unknown	bad	okay	great	matchup knowledge|supporter drought		beta:fairy garden	yes	2026-04-21
Playtest 1000 - Ogerpon Hydrapple Lab	v3 Greninja Plan	Lillie's Clefairy	tie	second	great	good	good		good prize plan	beta:fairy garden	yes	2026-04-22
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Crustle	win	unknown	good	great	good		strong setup|key tech mattered	beta:wall vines	yes	2026-04-23
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Crustle	win	unknown	okay	bad	good		strong setup|strong recovery	beta:wall vines	yes	2026-04-24
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Crustle	loss	unknown	good	okay	okay	poor prize trade|tempo loss		beta:wall vines	yes	2026-04-25
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Crustle	loss	unknown	okay	bad	good	poor prize trade|missed setup		beta:wall vines	yes	2026-04-26
Playtest 1000 - Ogerpon Hydrapple Lab	v1 Full Shell	Crustle	tie	unknown	great	good	good	tempo loss	strong recovery	beta:wall vines	yes	2026-04-27
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	win	unknown	good	good	good		good prize plan|strong recovery	beta:wall line	yes	2026-04-28
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	win	second	okay	great	good		good prize plan|strong recovery	beta:wall line	yes	2026-04-29
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	win	second	good	good	good		good prize plan|favorable matchup	beta:wall line	yes	2026-04-30
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	win	second	good	great	good		good prize plan|key tech mattered	beta:wall line	yes	2026-05-01
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	win	second	great	great	okay		good prize plan|favorable matchup	beta:wall line	yes	2026-05-02
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	win	unknown	great	okay	okay		good prize plan|key tech mattered	beta:wall line	yes	2026-05-03
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	loss	second	good	okay	good	missed setup|supporter drought		beta:wall line	yes	2026-05-04
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	loss	second	okay	okay	great	missed setup		beta:wall line	yes	2026-05-05
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	loss	second	okay	good	good	missed setup|supporter drought		beta:wall line	yes	2026-05-06
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	loss	second	bad	okay	okay	missed setup		beta:wall line	yes	2026-05-07
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	loss	unknown	great	good	okay	missed setup|tempo loss		beta:wall line	yes	2026-05-08
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	loss	second	bad	okay	okay	missed setup|poor prize trade		beta:wall line	yes	2026-05-09
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	tie	second	good	great	good			beta:wall line	yes	2026-05-10
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	tie	second	great	good	good			beta:wall line	yes	2026-05-11
Playtest 1000 - Crustle Wall	v1 Baseline	Dragapult	tie	second	good	good	okay	supporter drought		beta:wall line	yes	2026-05-12
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	win	unknown	good	okay	okay		strong recovery|favorable matchup	beta:stone pivot	yes	2026-05-13
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	win	second	okay	good	good		strong recovery|key tech mattered	beta:stone pivot	yes	2026-05-14
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	win	second	good	bad	good		strong recovery	beta:stone pivot	yes	2026-05-15
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	win	second	good	great	good		strong recovery|favorable matchup	beta:stone pivot	yes	2026-05-16
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	win	unknown	okay	bad	good		strong recovery|key tech mattered	beta:stone pivot	yes	2026-05-17
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	win	second	okay	okay	okay		strong recovery|favorable matchup	beta:stone pivot	yes	2026-05-18
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	win	second	good	good	good		strong recovery|favorable matchup	beta:stone pivot	yes	2026-05-19
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	loss	second	bad	okay	good	tempo loss|missed setup		beta:stone pivot	yes	2026-05-20
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	loss	unknown	bad	good	okay	tempo loss|supporter drought		beta:stone pivot	yes	2026-05-21
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	loss	second	great	okay	good	tempo loss|supporter drought		beta:stone pivot	yes	2026-05-22
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	loss	second	good	great	okay	tempo loss|poor prize trade		beta:stone pivot	yes	2026-05-23
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	loss	second	bad	bad	okay	tempo loss		beta:stone pivot	yes	2026-05-24
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	tie	unknown	good	bad	bad			beta:stone pivot	yes	2026-05-25
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	tie	second	bad	good	good	supporter drought	strong recovery	beta:stone pivot	yes	2026-05-26
Playtest 1000 - Crustle Wall	v2 Setup Stability	Mega Greninja	tie	second	good	good	great			beta:stone pivot	yes	2026-05-27
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	win	second	okay	great	bad		clean sequencing|strong recovery	beta:stone grind	yes	2026-05-28
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	win	unknown	bad	bad	bad		clean sequencing|key tech mattered	beta:stone grind	yes	2026-05-29
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	win	unknown	good	good	okay		clean sequencing|favorable matchup	beta:stone grind	yes	2026-05-30
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	win	second	good	great	good		clean sequencing|strong recovery	beta:stone grind	yes	2026-05-31
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	win	unknown	great	good	good		clean sequencing|key tech mattered	beta:stone grind	yes	2026-06-01
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	loss	unknown	okay	okay	bad	supporter drought		beta:stone grind	yes	2026-06-02
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	loss	second	okay	good	good	supporter drought|poor prize trade		beta:stone grind	yes	2026-06-03
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	loss	unknown	good	good	great	supporter drought		beta:stone grind	yes	2026-06-04
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	tie	unknown	good	great	good		strong recovery	beta:stone grind	yes	2026-06-05
Playtest 1000 - Crustle Wall	v3 Control Respect	Slowking	tie	second	bad	good	good	tempo loss	strong recovery	beta:stone grind	yes	2026-06-06
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	win	unknown	good	bad	great		good prize plan|strong recovery	beta:fire wall	yes	2026-01-18
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	win	second	good	okay	good		good prize plan|key tech mattered	beta:fire wall	yes	2026-01-19
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	win	second	good	bad	great		good prize plan|favorable matchup	beta:fire wall	yes	2026-01-20
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	win	second	okay	great	good		good prize plan|favorable matchup	beta:fire wall	yes	2026-01-21
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	win	second	okay	great	great		good prize plan|strong recovery	beta:fire wall	yes	2026-01-22
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	loss	unknown	okay	great	okay	poor prize trade|tempo loss		beta:fire wall	yes	2026-01-23
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	loss	second	okay	okay	good	poor prize trade|supporter drought		beta:fire wall	yes	2026-01-24
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	loss	second	good	okay	great	poor prize trade		beta:fire wall	yes	2026-01-25
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	tie	second	good	good	good	tempo loss		beta:fire wall	yes	2026-01-26
Playtest 1000 - Crustle Wall	v2 Setup Stability	Charizard ex	tie	second	good	bad	great		good prize plan	beta:fire wall	yes	2026-01-27
Playtest 1000 - Crustle Wall	v3 Control Respect	Festival Lead	win	second	good	great	great		clean sequencing|strong recovery	beta:festival crack	yes	2026-01-28
Playtest 1000 - Crustle Wall	v3 Control Respect	Festival Lead	win	unknown	great	good	good		clean sequencing|strong recovery	beta:festival crack	yes	2026-01-29
Playtest 1000 - Crustle Wall	v3 Control Respect	Festival Lead	win	second	good	great	good		clean sequencing|strong recovery	beta:festival crack	yes	2026-01-30
Playtest 1000 - Crustle Wall	v3 Control Respect	Festival Lead	loss	unknown	okay	okay	okay	matchup knowledge|tempo loss		beta:festival crack	yes	2026-01-31
Playtest 1000 - Crustle Wall	v3 Control Respect	Festival Lead	tie	second	good	good	good	tempo loss		beta:festival crack	yes	2026-02-01
Playtest 1000 - Crustle Wall	v1 Baseline	Rocket's Honchkrow	win	unknown	good	good	great		strong setup|key tech mattered	beta:bird wall	yes	2026-02-02
Playtest 1000 - Crustle Wall	v1 Baseline	Rocket's Honchkrow	loss	unknown	good	okay	great	matchup knowledge|tempo loss		beta:bird wall	yes	2026-02-03
Playtest 1000 - Crustle Wall	v1 Baseline	Rocket's Honchkrow	loss	unknown	okay	good	good	matchup knowledge|missed setup		beta:bird wall	yes	2026-02-04
Playtest 1000 - Crustle Wall	v1 Baseline	Rocket's Honchkrow	loss	unknown	good	good	bad	matchup knowledge|supporter drought		beta:bird wall	yes	2026-02-05
Playtest 1000 - Crustle Wall	v1 Baseline	Rocket's Honchkrow	tie	unknown	bad	great	bad	tempo loss	strong recovery	beta:bird wall	yes	2026-02-06
